ilan_no,room,salon,brut_m2,net_m2,floor_location,building_age,building_floor,compliance_with_loan,bathroom_amount,building_type,fuel_type,price,il,ilce,mahalle,home_link

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/istanbul-atasehir-icerenkoy-satilik/daire/67193-1072

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/konya-selcuklu-kilincarslan-satilik/daire/13689-345

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/istanbul-maltepe-kucukyali-satilik/daire/54361-2629

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/izmir-balcova-cetin-emec-satilik/daire/9397-1579

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/izmir-karsiyaka-fikri-altay-satilik/daire/91814-867

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/ankara-cankaya-ertugrulgazi-satilik/daire/15767-890

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/istanbul-kadikoy-kozyatagi-satilik/daire/6299-5917

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/antalya-gazipasa-pazarci-satilik/daire/120996-298

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/ankara-cankaya-guzeltepe-satilik/daire/13712-2115

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/balikesir-ayvalik-150-evler-satilik/daire/115592-224

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/istanbul-uskudar-ahmediye-satilik/daire/47233-565

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/kocaeli-cayirova-akse-satilik/daire/117573-231

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/ankara-cankaya-sokullu-mehmet-pasa-satilik/daire/17811-7610

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/istanbul-kadikoy-fenerbahce-satilik/daire/128195-169

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/mugla-bodrum-islamhaneleri-satilik/daire/129219-78

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/denizli-pamukkale-mehmetcik-satilik/daire/123902-276

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/antalya-konyaalti-toros-satilik/daire/88351-339

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/tokat-merkez-mahmutpasa-satilik/daire/128825-99

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/eskisehir-odunpazari-71-evler-satilik/daire/115867-1649

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/izmir-menemen-ataturk-satilik/daire/109304-235

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/ankara-cankaya-oran-satilik/daire/47587-1073

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/tekirdag-suleymanpasa-kumbag-satilik/daire/122373-175

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/istanbul-fatih-silivrikapi-satilik/daire/89874-910

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/eskisehir-odunpazari-71-evler-satilik/daire/130376-158

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/istanbul-beylikduzu-cumhuriyet-satilik/daire/129719-107

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/aydin-kusadasi-ege-satilik/daire/76787-1704

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/eskisehir-tepebasi-kumlubel-satilik/daire/89266-1400

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/izmir-bayrakli-manavkuyu-satilik/daire/78006-747

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/izmir-buca-yaylacik-satilik/daire/9764-7686

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/izmir-karsiyaka-zubeyde-hanim-satilik/daire/26584-2542

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/ankara-cankaya-barbaros-satilik/daire/25774-1737

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/antalya-kepez-gazi-satilik/daire/121543-1078

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/istanbul-sariyer-maslak-satilik/daire/118500-846

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/mersinicel-silifke-atakent-satilik/daire/120803-112

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/denizli-merkezefendi-kayalar-satilik/daire/117049-3527

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/mugla-bodrum-farilya-satilik/daire/113575-246

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/ankara-kecioren-ayvali-satilik/daire/56045-5443

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/istanbul-besiktas-akat-satilik/daire/3680-1556

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/istanbul-kagithane-harmantepe-satilik/daire/95585-1645

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/ankara-etimesgut-topcu-satilik/daire/127957-129

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/trabzon-akcaabat-sogutlu-satilik/daire/30414-4131

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/ankara-mamak-sehit-cengiz-topel-satilik/daire/18865-3571

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/ankara-yenimahalle-kaletepe-satilik/daire/86616-1874

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/ankara-mamak-fahri-koruturk-satilik/daire/121128-1759

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/edirne-merkez-1-murat-satilik/daire/64318-664

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/ankara-cankaya-karapinar-satilik/daire/99900-1206

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/bolu-merkez-koroglu-satilik/daire/9465-3935

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/ankara-cankaya-ayranci-satilik/daire/4070-1460

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/ankara-cankaya-sokullu-mehmet-pasa-satilik/daire/19037-6525

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/izmir-bornova-mevlana-satilik/daire/7700-390

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/duzce-merkez-azmimilli-satilik/daire/95984-157

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/eskisehir-odunpazari-71-evler-satilik/daire/88105-830

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/ankara-cankaya-isci-bloklari-satilik/daire/15279-565

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/istanbul-kadikoy-goztepe-satilik/daire/124037-529

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/sakarya-hendek-yeni-satilik/daire/125221-134

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/ankara-sincan-menderes-satilik/daire/124737-275

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/ankara-altindag-aydinlikevler-satilik/daire/123073-166

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/ankara-cankaya-mursel-uluc-satilik/daire/51918-858

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/sinop-merkez-ada-satilik/daire/123699-135

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/istanbul-besiktas-muradiye-satilik/daire/1217-5627

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/istanbul-sariyer-zekeriyakoy-satilik/daire/87327-1124

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/istanbul-silivri-gumusyaka-satilik/daire/30863-7838

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/mersinicel-toroslar-toroslar-satilik/daire/19744-21800

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/istanbul-beyoglu-kilicali-pasa-satilik/daire/45647-517

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/ankara-kecioren-yukseltepe-satilik/daire/56586-3262

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/ankara-kecioren-etlik-satilik/daire/115614-1360

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/antalya-muratpasa-bayindir-satilik/daire/82831-248

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/istanbul-bakirkoy-atakoy-7-8-9-10-kisim-satilik/daire/3107-1192

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/ankara-cankaya-karapinar-satilik/daire/2263-1270

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/bolu-merkez-bahcelievler-satilik/daire/92413-149

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/antalya-muratpasa-bayindir-satilik/daire/120981-404

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/istanbul-maltepe-altintepe-satilik/daire/6800-2775

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/ankara-etimesgut-atakent-satilik/daire/113804-669

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/istanbul-sariyer-ferahevler-satilik/daire/130882-41

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/balikesir-edremit-narli-satilik/daire/72154-1459

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/isparta-merkez-cunur-satilik/daire/91523-1314

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/mersinicel-mezitli-akdeniz-satilik/daire/127818-253

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/samsun-atakum-guzelyali-satilik/daire/123860-413

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/ankara-cankaya-camlitepe-satilik/daire/57973-975

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/istanbul-gaziosmanpasa-semsipasa-satilik/daire/100071-908

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/istanbul-kagithane-emniyet-evleri-satilik/daire/100916-230

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/ankara-cankaya-anittepe-satilik/daire/119926-163

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/izmir-cigli-atasehir-satilik/daire/120889-112

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/izmir-bornova-erzene-satilik/daire/126413-81

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/izmir-gaziemir-atifbey-satilik/daire/51336-329

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/adana-seyhan-mithatpasa-satilik/daire/105467-632

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/sakarya-adapazari-korucuk-satilik/daire/130643-109

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/ankara-cankaya-bagcilar-satilik/daire/38897-1242

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/izmir-karsiyaka-dedebasi-satilik/daire/126266-48

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/ankara-cankaya-yukari-bahcelievler-satilik/daire/4629-4926

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/istanbul-sisli-esentepe-satilik/daire/33012-5974

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/ankara-cankaya-bahcelievler-satilik/daire/5042-3292

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/ankara-kecioren-kuscagiz-satilik/daire/45377-621

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/kirikkale-yahsihan-yesil-vadi-satilik/daire/74428-259

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/ankara-etimesgut-topcu-satilik/daire/14994-11755

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/istanbul-besiktas-yildiz-satilik/daire/21471-2653

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/denizli-pamukkale-hacikaplanlar-satilik/daire/64407-3286

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/izmir-narlidere-2-inonu-satilik/daire/55995-1967

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/antalya-muratpasa-yesilbahce-satilik/daire/24687-3739

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/mersinicel-tarsus-sehitishak-satilik/daire/120137-777

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/izmir-konak-cankaya-satilik/daire/59734-344

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/mersinicel-tarsus-anit-satilik/daire/96045-437

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/manisa-akhisar-hurriyet-satilik/daire/112159-408

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/ankara-etimesgut-turkuaz-satilik/daire/2380-1946

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/izmir-karsiyaka-zubeyde-hanim-satilik/daire/105638-382

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/ankara-sincan-tandogan-satilik/daire/69365-3596

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/ankara-yenimahalle-inonu-satilik/daire/30353-257

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/konya-karatay-yediler-satilik/daire/66538-1420

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/ankara-altindag-zubeyde-hanim-satilik/daire/4006-2054

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/izmir-karabaglar-yurdoglu-satilik/daire/115289-38

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/istanbul-kadikoy-erenkoy-satilik/daire/2317-12195

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/mersinicel-tarsus-ergenekon-satilik/daire/131466-35

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/samsun-atakum-cumhuriyet-satilik/daire/135662-35

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/istanbul-kadikoy-19-mayis-satilik/daire/26964-85477

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/samsun-atakum-korfez-satilik/daire/125619-119

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/mersinicel-tarsus-ergenekon-satilik/daire/130180-96

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/denizli-merkezefendi-hacieyuplu-satilik/daire/130339-223

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/ankara-cankaya-bayraktar-satilik/daire/2412-2799

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/balikesir-bandirma-pasabayir-satilik/daire/0-40367905

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/istanbul-beylikduzu-adnan-kahveci-satilik/daire/113569-4265

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/ankara-bala-beynam-satilik/daire/133073-136

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/zonguldak-eregli-baglik-satilik/daire/0-40367950

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/duzce-merkez-azmimilli-satilik/daire/0-40368042

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/aydin-didim-efeler-satilik/daire/88720-2279

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/istanbul-besiktas-nisbetiye-satilik/daire/1670-2545

136326-13,2,1,120,110,Ara Kat,0,7,True,1,Ahşap,Doğalgaz,,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/istanbul-bayrampasa-yildirim-satilik/daire/112774-7914

