ilan_no,room,salon,brut_m2,net_m2,floor_location,building_age,building_floor,compliance_with_loan,bathroom_amount,building_type,fuel_type,price,il,ilce,mahalle,home_link
28969-1957,3,1,150,140,Ara Kat,50,5,True,1,Betonarme,Doğalgaz,5800000,İstanbul,Kadıköy,Caferağa,https://www.hepsiemlak.com//en/istanbul-kadikoy-caferaga-satilik/daire/28969-1957

28969-1963,3,1,150,140,3,15,5,True,2,Betonarme,Doğalgaz,9000000,İstanbul,Kadıköy,Caferağa,https://www.hepsiemlak.com//en/istanbul-kadikoy-caferaga-satilik/daire/28969-1963

3240-13356,3,1,145,135,2,20,4,True,2,Betonarme,Doğalgaz,2650000,Ankara,Çankaya,AşağıÖveçler,https://www.hepsiemlak.com//en/ankara-cankaya-asagi-ovecler-satilik/daire/3240-13356

114214-286,3,1,100,95,Teras Katı,0,4,True,1,Betonarme,Doğalgaz,2100000,Ankara,Gölbaşı,Kızılcaşar,https://www.hepsiemlak.com//en/ankara-golbasi-kizilcasar-satilik/daire/114214-286

8300-1569,1,1,80,75,4,35,4,True,1,Betonarme,Doğalgaz,2250000,İstanbul,Beşiktaş,Abbasağa,https://www.hepsiemlak.com//en/istanbul-besiktas-abbasaga-satilik/daire/8300-1569

132335-111,2,1,90,75,7,0,7,True,1,Betonarme,Elektrik,1685000,Antalya,Kepez,Gazi,https://www.hepsiemlak.com//en/antalya-kepez-gazi-satilik/daire/132335-111

84036-25262,3,1,140,130,2,20,4,True,1,Betonarme,Kömür-Odun,1169000,Balıkesir,Edremit,Akçay,https://www.hepsiemlak.com//en/balikesir-edremit-akcay-satilik/daire/84036-25262

126584-91,3,1,155,145,2,0,4,True,2,Betonarme,Doğalgaz,2700000,Ankara,Sincan,FevziÇakmak,https://www.hepsiemlak.com//en/ankara-sincan-fevzi-cakmak-satilik/daire/126584-91

135709-15,3,1,135,124,4,15,4,True,2,Betonarme,Doğalgaz,1750000,İzmir,Torbalı,FevziÇakmak,https://www.hepsiemlak.com//en/izmir-torbali-fevzi-cakmak-satilik/daire/135709-15

5632-7768,3,1,270,250,Ara Kat,24,13,True,2,Betonarme,Doğalgaz,47500000,İstanbul,Kadıköy,Fenerbahçe,https://www.hepsiemlak.com//en/istanbul-kadikoy-fenerbahce-satilik/daire/5632-7768

5632-7571,3,1,125,105,3,1,9,True,2,Betonarme,Doğalgaz,13250000,İstanbul,Kadıköy,Caddebostan,https://www.hepsiemlak.com//en/istanbul-kadikoy-caddebostan-satilik/daire/5632-7571

71720-65,3,1,145,125,3,28,5,True,2,Betonarme,Doğalgaz,6250000,İstanbul,Beşiktaş,Sinanpaşa,https://www.hepsiemlak.com//en/istanbul-besiktas-sinanpasa-satilik/daire/71720-65

117941-91,2,1,99,85,5,26,5,True,2,Betonarme,Doğalgaz,750000,Eskişehir,Odunpazarı,Yenikent,https://www.hepsiemlak.com//en/eskisehir-odunpazari-yenikent-satilik/daire/117941-91

117941-86,2,1,85,79,8,21,13,True,1,Betonarme,Doğalgaz,2950000,İstanbul,Küçükçekmece,Atakent,https://www.hepsiemlak.com//en/istanbul-kucukcekmece-atakent-satilik/daire/117941-86

117941-100,1,1,74,57,8,16,10,True,1,Betonarme,Doğalgaz,2470000,İstanbul,Küçükçekmece,Atakent,https://www.hepsiemlak.com//en/istanbul-kucukcekmece-atakent-satilik/daire/117941-100

135206-4,3,1,170,160,3,11,3,True,3,Betonarme,Doğalgaz,3800000,Antalya,Manavgat,YukarıPazarcı,https://www.hepsiemlak.com//en/antalya-manavgat-yukari-pazarci-satilik/daire/135206-4

134960-27,4,1,190,150,1,0,14,True,2,Betonarme,Doğalgaz,3349000,Ankara,Etimesgut,Bağlıca,https://www.hepsiemlak.com//en/ankara-etimesgut-baglica-satilik/daire/134960-27

123507-805,2,1,110,100,2,0,5,True,2,Betonarme,Doğalgaz,1525000,İstanbul,Beylikdüzü,Cumhuriyet,https://www.hepsiemlak.com//en/istanbul-beylikduzu-cumhuriyet-satilik/daire/123507-805

136270-2,6,2,270,250,4,3,5,True,3,Betonarme,Doğalgaz,2550000,İstanbul,Esenyurt,Gökevler,https://www.hepsiemlak.com//en/istanbul-esenyurt-gokevler-satilik/daire/136270-2

100315-269,4,1,190,150,Ara Kat,35,3,True,1,Betonarme,Doğalgaz,1450000,Konya,Selçuklu,Aydınlıkevler,https://www.hepsiemlak.com//en/konya-selcuklu-aydinlikevler-satilik/daire/100315-269

135155-64,3,1,145,135,3,0,4,True,3,Betonarme,Doğalgaz,3250000,İstanbul,Beylikdüzü,Kavaklı,https://www.hepsiemlak.com//en/istanbul-beylikduzu-kavakli-satilik/daire/135155-64

131653-10,2,1,95,85,En Üst Kat,12,2,True,2,Betonarme,Elektrik,5750000,Muğla,Bodrum,Geriş,https://www.hepsiemlak.com//en/mugla-bodrum-geris-satilik/daire/131653-10

124344-118,2,1,120,95,1,1,9,True,1,Betonarme,Doğalgaz,1450000,Gaziantep,Şehitkamil,Karacaahmet,https://www.hepsiemlak.com//en/gaziantep-sehitkamil-karacaahmet-satilik/daire/124344-118

4880-312,3,1,110,95,Ara Kat,21,13,True,1,Betonarme,Doğalgaz,1250000,Kocaeli,İzmit,FevziÇakmak,https://www.hepsiemlak.com//en/kocaeli-izmit-fevzi-cakmak-satilik/daire/4880-312

122995-156,2,1,95,90,3,9,3,True,1,Betonarme,Doğalgaz,1650000,Antalya,Kepez,Göksu,https://www.hepsiemlak.com//en/antalya-kepez-goksu-satilik/daire/122995-156

128906-1737,3,1,110,105,Giriş Katı,25,3,True,1,Betonarme,Doğalgaz,850000,Balıkesir,Bandırma,Çınarlı,https://www.hepsiemlak.com//en/balikesir-bandirma-cinarli-satilik/daire/128906-1737

133724-54,3,1,145,140,2,4,5,True,1,Betonarme,Elektrik,2190000,Antalya,Kepez,Baraj,https://www.hepsiemlak.com//en/antalya-kepez-baraj-satilik/daire/133724-54

11236-14003,3,1,135,115,1,0,5,True,2,Betonarme,Doğalgaz,8500000,İstanbul,Bakırköy,Kartaltepe,https://www.hepsiemlak.com//en/istanbul-bakirkoy-kartaltepe-satilik/daire/11236-14003

128906-1743,2,1,95,90,3,25,3,True,1,Betonarme,Doğalgaz,850000,Balıkesir,Bandırma,HacıYusuf,https://www.hepsiemlak.com//en/balikesir-bandirma-haci-yusuf-satilik/daire/128906-1743

11236-14006,2,1,90,75,Yüksek Giriş,0,5,True,1,Betonarme,Doğalgaz,4750000,İstanbul,Bakırköy,Kartaltepe,https://www.hepsiemlak.com//en/istanbul-bakirkoy-kartaltepe-satilik/daire/11236-14006

50772-24,3,1,125,115,Giriş Katı,20,8,True,1,Betonarme,Doğalgaz,2500000,Antalya,Konyaaltı,Siteler,https://www.hepsiemlak.com//en/antalya-konyaalti-siteler-satilik/daire/50772-24

36851-22784,3,1,130,125,10,18,10,True,2,Betonarme,Doğalgaz,2350000,Ankara,Çankaya,KeklikPınarı,https://www.hepsiemlak.com//en/ankara-cankaya-keklik-pinari-satilik/daire/36851-22784

129904-334,3,1,185,138,3,2,12,True,2,Betonarme,Doğalgaz,1300000,Adana,Sarıçam,Yeşiltepe,https://www.hepsiemlak.com//en/adana-saricam-yesiltepe-satilik/daire/129904-334

136215-29,2,1,100,90,Bahçe Katı,5,6,True,1,Betonarme,Doğalgaz,799000,İstanbul,Esenyurt,Güzelyurt,https://www.hepsiemlak.com//en/istanbul-esenyurt-guzelyurt-satilik/daire/136215-29

123507-803,4,2,190,170,Teras Katı,0,5,True,3,Betonarme,Doğalgaz,1650000,İstanbul,Esenyurt,Cumhuriyet,https://www.hepsiemlak.com//en/istanbul-esenyurt-cumhuriyet-satilik/daire/123507-803

61943-3446,2,1,105,95,3,0,5,True,1,Betonarme,Doğalgaz,1360000,İstanbul,Esenyurt,Üçevler,https://www.hepsiemlak.com//en/istanbul-esenyurt-ucevler-satilik/daire/61943-3446

56554-2738,4,1,170,150,4,0,4,True,2,Betonarme,Doğalgaz,7900000,İstanbul,Bahçelievler,Bahçelievler,https://www.hepsiemlak.com//en/istanbul-bahcelievler-bahcelievler-satilik/daire/56554-2738

134926-68,1,1,70,65,2,8,5,True,1,Betonarme,Elektrik,3050000,Antalya,Alanya,Kestel,https://www.hepsiemlak.com//en/antalya-alanya-kestel-satilik/daire/134926-68

7015-1541,3,1,125,120,3,25,3,True,1,Betonarme,Doğalgaz,1980000,Ankara,Çankaya,NaciÇakır,https://www.hepsiemlak.com//en/ankara-cankaya-naci-cakir-satilik/daire/7015-1541

135639-4,2,1,120,110,Çatı Katı,4,5,True,1,Betonarme,Elektrik,1300000,İzmir,Buca,Adatepe,https://www.hepsiemlak.com//en/izmir-buca-adatepe-satilik/daire/135639-4

135639-11,1,1,55,50,Ara Kat,4,4,True,1,Betonarme,Elektrik,580000,İzmir,Buca,Kuruçeşme,https://www.hepsiemlak.com//en/izmir-buca-kurucesme-satilik/daire/135639-11

135639-1,1,1,55,50,En Üst Kat,3,4,True,1,Betonarme,Doğalgaz,1050000,İzmir,Buca,Yaylacık,https://www.hepsiemlak.com//en/izmir-buca-yaylacik-satilik/daire/135639-1

113450-566,3,1,138,110,Ara Kat,6,5,True,2,Betonarme,Doğalgaz,1390000,Ankara,Keçiören,Uyanış,https://www.hepsiemlak.com//en/ankara-kecioren-uyanis-satilik/daire/113450-566

113450-575,3,1,147,130,Ara Kat,15,3,True,1,Betonarme,Doğalgaz,1590000,Ankara,Keçiören,Bademlik,https://www.hepsiemlak.com//en/ankara-kecioren-bademlik-satilik/daire/113450-575

128129-110,3,1,140,125,En Üst Kat,35,4,True,1,Betonarme,Doğalgaz,2250000,Ankara,Çankaya,RemziOğuzArık,https://www.hepsiemlak.com//en/ankara-cankaya-remzi-oguz-arik-satilik/daire/128129-110

128129-123,3,1,115,110,2,35,3,Bilinmiyor,1,Betonarme,Doğalgaz,1790000,Ankara,Keçiören,Pınarbaşı,https://www.hepsiemlak.com//en/ankara-kecioren-pinarbasi-satilik/daire/128129-123

134873-46,3,1,105,95,Yüksek Giriş,1,4,True,2,Betonarme,Doğalgaz,1150000,Ankara,Sincan,MustafaKemal,https://www.hepsiemlak.com//en/ankara-sincan-mustafa-kemal-satilik/daire/134873-46

3990-1653,3,1,145,120,4,0,4,True,2,Betonarme,Doğalgaz,6000000,İstanbul,Maltepe,Altıntepe,https://www.hepsiemlak.com//en/istanbul-maltepe-altintepe-satilik/daire/3990-1653

3990-1781,3,1,120,105,1,3,4,True,2,Betonarme,Doğalgaz,5750000,İstanbul,Maltepe,İdealtepe,https://www.hepsiemlak.com//en/istanbul-maltepe-idealtepe-satilik/daire/3990-1781

3990-1799,3,1,110,90,1,5,4,True,1,Betonarme,Doğalgaz,5000000,İstanbul,Maltepe,Küçükyalı,https://www.hepsiemlak.com//en/istanbul-maltepe-kucukyali-satilik/daire/3990-1799

3990-1790,3,1,115,95,3,16,4,True,1,Betonarme,Doğalgaz,3850000,İstanbul,Maltepe,Altıntepe,https://www.hepsiemlak.com//en/istanbul-maltepe-altintepe-satilik/daire/3990-1790

128344-406,2,1,100,90,Yüksek Giriş,16,3,True,1,Betonarme,Doğalgaz,1300000,Hatay,Arsuz,KaraağaçŞarkonak,https://www.hepsiemlak.com//en/hatay-arsuz-karaagac-sarkonak-satilik/daire/128344-406

135734-8,3,1,130,120,1,20,3,True,2,Betonarme,Doğalgaz,1985000,Ankara,Keçiören,Ayvalı,https://www.hepsiemlak.com//en/ankara-kecioren-ayvali-satilik/daire/135734-8

135734-7,5,1,150,130,3,20,3,True,2,Betonarme,Doğalgaz,1950000,Ankara,Keçiören,İncirli,https://www.hepsiemlak.com//en/ankara-kecioren-incirli-satilik/daire/135734-7

43837-3506,2,1,110,105,1,0,4,True,1,Betonarme,Doğalgaz,1350000,İstanbul,Beylikdüzü,Cumhuriyet,https://www.hepsiemlak.com//en/istanbul-beylikduzu-cumhuriyet-satilik/daire/43837-3506

123832-1030,3,1,162,134,3,9,3,True,2,Betonarme,Kömür-Odun,2200000,Balıkesir,Edremit,İkizçay,https://www.hepsiemlak.com//en/balikesir-edremit-ikizcay-satilik/daire/123832-1030

123832-1030,3,1,162,134,3,9,3,True,2,Betonarme,Kömür-Odun,,Balıkesir,Edremit,İkizçay,https://www.hepsiemlak.com//en/ankara-yenimahalle-gazi-satilik/daire/2244-1269

136301-3,2,1,65,60,Ara Kat,0,3,True,1,Betonarme,Elektrik,1475000,Aydın,Didim,Hisar,https://www.hepsiemlak.com//en/aydin-didim-hisar-satilik/daire/136301-3

83337-1435,1,1,75,55,Bahçe Katı,0,2,True,1,Betonarme,Elektrik,4100000,İzmir,Çeşme,Dalyan,https://www.hepsiemlak.com//en/izmir-cesme-dalyan-satilik/daire/83337-1435

83337-1445,1,1,65,55,11,4,18,True,1,Betonarme,Doğalgaz,5100000,İzmir,Karşıyaka,MustafaKemal,https://www.hepsiemlak.com//en/izmir-karsiyaka-mustafa-kemal-satilik/daire/83337-1445

122375-842,4,1,220,190,8,0,14,True,2,Betonarme,Doğalgaz,3950000,Adana,Çukurova,Yüzüncüyıl,https://www.hepsiemlak.com//en/adana-cukurova-yuzuncuyil-satilik/daire/122375-842

122375-835,2,1,100,84,17,4,17,True,2,Betonarme,Doğalgaz,1565000,Adana,Seyhan,2000Evler,https://www.hepsiemlak.com//en/adana-seyhan-2000-evler-satilik/daire/122375-835

122375-789,3,1,160,120,10,0,13,True,2,Betonarme,Doğalgaz,2400000,Adana,Çukurova,Kabasakal,https://www.hepsiemlak.com//en/adana-cukurova-kabasakal-satilik/daire/122375-789

122375-846,2,1,100,80,13,5,13,True,2,Betonarme,Doğalgaz,1498000,Adana,Seyhan,2000Evler,https://www.hepsiemlak.com//en/adana-seyhan-2000-evler-satilik/daire/122375-846

122375-853,3,1,150,105,2,5,14,True,2,Betonarme,Doğalgaz,1900000,Adana,Seyhan,Pınar,https://www.hepsiemlak.com//en/adana-seyhan-pinar-satilik/daire/122375-853

36856-409,3,1,130,125,10,18,10,True,2,Betonarme,Doğalgaz,2350000,Ankara,Çankaya,KeklikPınarı,https://www.hepsiemlak.com//en/ankara-cankaya-keklik-pinari-satilik/daire/36856-409

132158-8,3,1,150,140,En Üst Kat,0,4,True,2,Betonarme,Elektrik,2400000,Hatay,Arsuz,KaraağaçKonarlı,https://www.hepsiemlak.com//en/hatay-arsuz-karaagac-konarli-satilik/daire/132158-8

128355-1083,3,1,190,172,Ara Kat,2,11,True,2,Betonarme,Doğalgaz,3349000,Ankara,Mamak,Üreğil,https://www.hepsiemlak.com//en/ankara-mamak-uregil-satilik/daire/128355-1083

128355-1083,3,1,190,172,Ara Kat,2,11,True,2,Betonarme,Doğalgaz,,Ankara,Mamak,Üreğil,https://www.hepsiemlak.com//en/ankara-cankaya-sokullu-mehmet-pasa-satilik/daire/25058-787

113552-271,6,1,225,210,5,10,5,True,2,Betonarme,Doğalgaz,2340000,Zonguldak,Ereğli,Müftü,https://www.hepsiemlak.com//en/zonguldak-eregli-muftu-satilik/daire/113552-271

113552-273,4,1,270,245,3,23,3,True,2,Betonarme,Doğalgaz,3200000,Ankara,Çankaya,Huzur,https://www.hepsiemlak.com//en/ankara-cankaya-huzur-satilik/daire/113552-273

90940-2816,2,1,110,100,2,20,4,True,2,Betonarme,Kömür-Odun,1295000,Balıkesir,Edremit,Akçay,https://www.hepsiemlak.com//en/balikesir-edremit-akcay-satilik/daire/90940-2816

90940-2833,2,1,110,100,3,0,4,True,1,Betonarme,Kömür-Odun,2290000,Balıkesir,Edremit,Akçay,https://www.hepsiemlak.com//en/balikesir-edremit-akcay-satilik/daire/90940-2833

57989-3396,3,1,185,150,1,13,11,True,2,Betonarme,Doğalgaz,3000000,Zonguldak,Merkez,İncivez,https://www.hepsiemlak.com//en/zonguldak-merkez-incivez-satilik/daire/57989-3396

70637-1231,3,1,125,90,8,3,9,True,2,Betonarme,Doğalgaz,7500000,İstanbul,Kadıköy,Göztepe,https://www.hepsiemlak.com//en/istanbul-kadikoy-goztepe-satilik/daire/70637-1231

125396-372,2,0,65,60,Yüksek Giriş,0,3,True,1,Betonarme,Doğalgaz,1050000,Eskişehir,Tepebaşı,Sütlüce,https://www.hepsiemlak.com//en/eskisehir-tepebasi-sutluce-satilik/daire/125396-372

122142-1388,2,1,105,95,Bahçe Katı,0,4,True,1,Betonarme,Doğalgaz,1159000,İstanbul,Esenyurt,İncirtepe,https://www.hepsiemlak.com//en/istanbul-esenyurt-incirtepe-satilik/daire/122142-1388

127889-796,3,1,125,120,Kot 1,14,5,True,1,Betonarme,Doğalgaz,1699000,Ankara,Çankaya,Karapınar,https://www.hepsiemlak.com//en/ankara-cankaya-karapinar-satilik/daire/127889-796

2150-2517,3,1,130,110,4,29,5,True,1,Betonarme,Doğalgaz,2800000,İstanbul,Maltepe,İdealtepe,https://www.hepsiemlak.com//en/istanbul-maltepe-idealtepe-satilik/daire/2150-2517

104146-750,2,1,110,100,2,0,6,True,2,Betonarme,Doğalgaz,1745000,İstanbul,Esenyurt,Yenikent,https://www.hepsiemlak.com//en/istanbul-esenyurt-yenikent-satilik/daire/104146-750

135979-19,3,1,170,160,3,26,3,True,1,Betonarme,Doğalgaz,1375000,Denizli,Pamukkale,Kuşpınar,https://www.hepsiemlak.com//en/denizli-pamukkale-kuspinar-satilik/daire/135979-19

135979-27,4,1,210,190,4,0,5,True,2,Betonarme,Doğalgaz,2950000,Denizli,Merkezefendi,Yenişafak,https://www.hepsiemlak.com//en/denizli-merkezefendi-yenisafak-satilik/daire/135979-27

128575-138,3,1,145,135,4,0,9,True,2,Betonarme,Doğalgaz,2400000,İzmir,Bornova,Yeşilova,https://www.hepsiemlak.com//en/izmir-bornova-yesilova-satilik/daire/128575-138

128575-138,3,1,145,135,4,0,9,True,2,Betonarme,Doğalgaz,,İzmir,Bornova,Yeşilova,https://www.hepsiemlak.com//en/ankara-sincan-tandogan-satilik/daire/135537-22

70637-1235,4,1,180,140,9,5,9,True,2,Betonarme,Doğalgaz,9500000,İstanbul,Kadıköy,Feneryolu,https://www.hepsiemlak.com//en/istanbul-kadikoy-feneryolu-satilik/daire/70637-1235

90940-2834,3,1,140,130,2,0,4,True,2,Betonarme,Kömür-Odun,3750000,Balıkesir,Burhaniye,Ören,https://www.hepsiemlak.com//en/balikesir-burhaniye-oren-satilik/daire/90940-2834

62128-1965,2,1,120,110,2,15,7,True,1,Betonarme,Elektrik,3600000,Antalya,Muratpaşa,Güzeloba,https://www.hepsiemlak.com//en/antalya-muratpasa-guzeloba-satilik/daire/62128-1965

62128-1965,2,1,120,110,2,15,7,True,1,Betonarme,Elektrik,,Antalya,Muratpaşa,Güzeloba,https://www.hepsiemlak.com//en/antalya-alanya-avsallar-satilik/daire/136235-9

136224-8,2,1,115,100,Yüksek Giriş,5,4,Bilinmiyor,1,Betonarme,Doğalgaz,1250000,Balıkesir,Edremit,Tuzcumurat,https://www.hepsiemlak.com//en/balikesir-edremit-tuzcumurat-satilik/daire/136224-8

120380-44,2,1,110,100,Kot 2,5,9,True,2,Betonarme,Elektrik,2650000,Mersin(İçel),Silifke,Atakent,https://www.hepsiemlak.com//en/mersinicel-silifke-atakent-satilik/daire/120380-44

98506-60,3,1,150,135,En Üst Kat,30,4,True,1,Betonarme,Doğalgaz,825000,Sakarya,Adapazarı,Papuççular,https://www.hepsiemlak.com//en/sakarya-adapazari-papuccular-satilik/daire/98506-60

132031-12,5,1,240,220,En Üst Kat,9,4,True,2,Betonarme,Doğalgaz,1800000,Eskişehir,Tepebaşı,Zafer,https://www.hepsiemlak.com//en/eskisehir-tepebasi-zafer-satilik/daire/132031-12

5430-1285,3,1,125,120,2,17,3,True,1,Betonarme,Doğalgaz,1625000,Ankara,Pursaklar,Merkez,https://www.hepsiemlak.com//en/ankara-pursaklar-merkez-satilik/daire/5430-1285

1152-2470,5,2,380,350,En Üst Kat,30,3,True,4,Betonarme,Doğalgaz,80000000,İstanbul,Beşiktaş,Ortaköy,https://www.hepsiemlak.com//en/istanbul-besiktas-ortakoy-satilik/daire/1152-2470

93841-828,4,1,260,190,1,10,9,True,2,Betonarme,Doğalgaz,15750000,İzmir,Balçova,Korutürk,https://www.hepsiemlak.com//en/izmir-balcova-koruturk-satilik/daire/93841-828

133977-6,2,1,110,100,4,0,12,True,1,Betonarme,Doğalgaz,1199000,İstanbul,Beylikdüzü,BeylikdüzüOSB,https://www.hepsiemlak.com//en/istanbul-beylikduzu-beylikduzu-osb-satilik/daire/133977-6

133977-6,2,1,110,100,4,0,12,True,1,Betonarme,Doğalgaz,,İstanbul,Beylikdüzü,BeylikdüzüOSB,https://www.hepsiemlak.com//en/istanbul-esenyurt-piri-reis-satilik/daire/69797-266

133977-6,2,1,110,100,4,0,12,True,1,Betonarme,Doğalgaz,,İstanbul,Beylikdüzü,BeylikdüzüOSB,https://www.hepsiemlak.com//en/duzce-merkez-kara-hacimusa-satilik/daire/126580-34

133977-6,2,1,110,100,4,0,12,True,1,Betonarme,Doğalgaz,,İstanbul,Beylikdüzü,BeylikdüzüOSB,https://www.hepsiemlak.com//en/ankara-sincan-gazi-osmanpasa-satilik/daire/132017-113

133977-6,2,1,110,100,4,0,12,True,1,Betonarme,Doğalgaz,,İstanbul,Beylikdüzü,BeylikdüzüOSB,https://www.hepsiemlak.com//en/istanbul-esenyurt-barbaros-hayrettin-pasa-satilik/daire/2791-6640

133977-6,2,1,110,100,4,0,12,True,1,Betonarme,Doğalgaz,,İstanbul,Beylikdüzü,BeylikdüzüOSB,https://www.hepsiemlak.com//en/ankara-etimesgut-baglica-satilik/daire/134960-35

133977-6,2,1,110,100,4,0,12,True,1,Betonarme,Doğalgaz,,İstanbul,Beylikdüzü,BeylikdüzüOSB,https://www.hepsiemlak.com//en/kastamonu-merkez-inonu-satilik/daire/75827-876

133977-6,2,1,110,100,4,0,12,True,1,Betonarme,Doğalgaz,,İstanbul,Beylikdüzü,BeylikdüzüOSB,https://www.hepsiemlak.com//en/kastamonu-merkez-kuzeykent-satilik/daire/75827-705

133977-6,2,1,110,100,4,0,12,True,1,Betonarme,Doğalgaz,,İstanbul,Beylikdüzü,BeylikdüzüOSB,https://www.hepsiemlak.com//en/ankara-cankaya-beytepe-satilik/daire/68680-115

133977-6,2,1,110,100,4,0,12,True,1,Betonarme,Doğalgaz,,İstanbul,Beylikdüzü,BeylikdüzüOSB,https://www.hepsiemlak.com//en/mugla-bodrum-turkbuku-satilik/daire/131653-81

133977-6,2,1,110,100,4,0,12,True,1,Betonarme,Doğalgaz,,İstanbul,Beylikdüzü,BeylikdüzüOSB,https://www.hepsiemlak.com//en/istanbul-beylikduzu-cumhuriyet-satilik/daire/129709-180

133977-6,2,1,110,100,4,0,12,True,1,Betonarme,Doğalgaz,,İstanbul,Beylikdüzü,BeylikdüzüOSB,https://www.hepsiemlak.com//en/balikesir-altieylul-1-gundogan-satilik/daire/108245-1851

133977-6,2,1,110,100,4,0,12,True,1,Betonarme,Doğalgaz,,İstanbul,Beylikdüzü,BeylikdüzüOSB,https://www.hepsiemlak.com//en/mugla-bodrum-akyarlar-satilik/daire/131653-5

133977-6,2,1,110,100,4,0,12,True,1,Betonarme,Doğalgaz,,İstanbul,Beylikdüzü,BeylikdüzüOSB,https://www.hepsiemlak.com//en/istanbul-esenyurt-cumhuriyet-satilik/daire/129731-150

133977-6,2,1,110,100,4,0,12,True,1,Betonarme,Doğalgaz,,İstanbul,Beylikdüzü,BeylikdüzüOSB,https://www.hepsiemlak.com//en/balikesir-bandirma-17-eylul-satilik/daire/113820-1043

133977-6,2,1,110,100,4,0,12,True,1,Betonarme,Doğalgaz,,İstanbul,Beylikdüzü,BeylikdüzüOSB,https://www.hepsiemlak.com//en/balikesir-bandirma-600-evler-satilik/daire/113820-1062

135696-34,3,1,135,130,2,15,4,True,1,Betonarme,Elektrik,1750000,Balıkesir,Edremit,Altınkum,https://www.hepsiemlak.com//en/balikesir-edremit-altinkum-satilik/daire/135696-34

135696-34,3,1,135,130,2,15,4,True,1,Betonarme,Elektrik,,Balıkesir,Edremit,Altınkum,https://www.hepsiemlak.com//en/tekirdag-corlu-kazimiye-satilik/daire/7697-14828

7697-15327,3,1,216,210,4,5,9,True,2,Betonarme,Elektrik,4300000,Tekirdağ,Çorlu,Hürriyet,https://www.hepsiemlak.com//en/tekirdag-corlu-hurriyet-satilik/daire/7697-15327

7697-15327,3,1,216,210,4,5,9,True,2,Betonarme,Elektrik,,Tekirdağ,Çorlu,Hürriyet,https://www.hepsiemlak.com//en/balikesir-karesi-kuva-i-milliye-satilik/daire/108245-2458

7697-15327,3,1,216,210,4,5,9,True,2,Betonarme,Elektrik,,Tekirdağ,Çorlu,Hürriyet,https://www.hepsiemlak.com//en/balikesir-karesi-2-sakarya-satilik/daire/108245-2449

43837-3640,2,1,125,120,3,0,6,True,2,Betonarme,Doğalgaz,1050000,İstanbul,Esenyurt,Cumhuriyet,https://www.hepsiemlak.com//en/istanbul-esenyurt-cumhuriyet-satilik/daire/43837-3640

43837-3640,2,1,125,120,3,0,6,True,2,Betonarme,Doğalgaz,,İstanbul,Esenyurt,Cumhuriyet,https://www.hepsiemlak.com//en/istanbul-esenyurt-mehmet-akif-ersoy-satilik/daire/131265-15

43837-3640,2,1,125,120,3,0,6,True,2,Betonarme,Doğalgaz,,İstanbul,Esenyurt,Cumhuriyet,https://www.hepsiemlak.com//en/balikesir-edremit-altinoluk-satilik/daire/124560-72

92837-1195,2,1,115,100,Giriş Katı,0,5,True,2,Betonarme,Doğalgaz,1850000,Balıkesir,Burhaniye,Bahçelievler,https://www.hepsiemlak.com//en/balikesir-burhaniye-bahcelievler-satilik/daire/92837-1195

92837-1195,2,1,115,100,Giriş Katı,0,5,True,2,Betonarme,Doğalgaz,,Balıkesir,Burhaniye,Bahçelievler,https://www.hepsiemlak.com//en/ankara-mamak-durali-alic-satilik/daire/128355-1090

92837-1195,2,1,115,100,Giriş Katı,0,5,True,2,Betonarme,Doğalgaz,,Balıkesir,Burhaniye,Bahçelievler,https://www.hepsiemlak.com//en/istanbul-esenyurt-guzelyurt-satilik/daire/61943-3449

92837-1195,2,1,115,100,Giriş Katı,0,5,True,2,Betonarme,Doğalgaz,,Balıkesir,Burhaniye,Bahçelievler,https://www.hepsiemlak.com//en/mugla-bodrum-konacik-satilik/daire/133910-27

92837-1195,2,1,115,100,Giriş Katı,0,5,True,2,Betonarme,Doğalgaz,,Balıkesir,Burhaniye,Bahçelievler,https://www.hepsiemlak.com//en/istanbul-sisli-fulya-satilik/daire/65405-646
